Youtuber,subscribers,video views,category,Title,uploads,Country,channel_type,country_rank,video_views_for_the_last_30_days,highest_monthly_earnings,subscribers_for_last_30_days,Gross tertiary education enrollment (%),Population,Unemployment rate,subscribers_for_last_30_days_missing,country_rank_missing,channel_age,views_per_subscriber,views_per_upload,earnings_spread,urban_ratio,subscriber_growth_rate
T-Series,19.316768772590635,26.152611465905238,Music,T-Series,9.907628965036679,India,Music,1.0,21.53774530311675,16.012735246411598,14.508658238524095,28.1,21.035458374912988,5.36,0,0,17,6.836916681867514,16.245032383540412,18.436554102951174,0.34471999988372515,0.008130126083250212
YouTube Movies,18.951309000896888,0.0,Film & Animation,youtubemovies,0.6931471805599453,United States,Games,7670.0,2.5649493574615367,0.04879016416943201,12.206077645517674,88.2,19.609254155938732,14.7,1,0,17,0.0,0.0,0.4317824164255377,0.8245899991756934,0.0011757790890119962
MrBeast,18.927498352344912,24.068557262621617,Entertainment,MrBeast,6.60934924316738,United States,Entertainment,1.0,21.021887850178366,15.501909696719672,15.894952224644102,88.2,19.609254155938732,14.7,0,0,11,5.1468933529833505,17.460556663410486,17.921454272504192,0.8245899991756934,0.0470675108579858
Cocomelon - Nursery Rhymes,18.903106899369497,25.823132264776707,Education,Cocomelon - Nursery Rhymes,6.874198495453294,United States,Education,2.0,21.403834235805824,15.882373444019521,13.815511557963774,88.2,19.609254155938732,14.7,0,0,17,6.921012688893811,18.949968436448337,18.303022711732726,0.8245899991756934,0.006153865574378259
SET India,18.884414766473814,25.720478110717284,Shows,SET India,11.665964098131303,India,Entertainment,2.0,21.324297729146796,15.803385043104912,13.815511557963774,28.1,21.035458374912988,5.36,0,0,17,6.837137098176954,14.054523380986838,18.22222981742365,0.34471999988372515,0.006269613013595397
Music,18.594634059479166,0.0,Entertainment,Music,0.0,Unknown,Music,-1.0,17.975720900750336,0.0,12.206077645517674,68.0,19.609254155938732,9.02,1,1,10,0.0,0.0,0.0,0.8245899991756934,0.00167926151972
ýýý Kids Diana Show,18.53400943818794,25.25851815813025,People & Blogs,ýýý Kids Diana Show,7.013915474810528,United States,Entertainment,3.0,20.410845618900982,14.88022163978423,12.206077645517674,88.2,19.609254155938732,14.7,1,0,8,6.725709118609535,18.245502380394484,17.308983246130737,0.8245899991756934,0.0017841217935013983
PewDiePie,18.525040768285617,24.092561199224782,Gaming,PewDiePie,8.458928283284262,Japan,Entertainment,1.0,17.483779083694706,11.96209480994468,12.206077645517674,63.2,18.653589016816195,2.29,1,0,13,5.571333102939512,15.633845099828944,14.393471889756237,0.9172586867766221,0.0018001805041478658
Like Nastya,18.478949661510303,25.228384279973522,People & Blogs,Like Nastya Vlog,6.202535517187923,Russia,People,5.0,17.70624865846535,12.184854116317803,11.51293546492023,81.9,18.78791449892918,4.59,0,0,7,6.750605483957205,19.027875111368555,14.582466130093874,0.7458700031137978,0.0009429515078703075
Vlad and Niki,18.409619806704164,25.069408394336175,Entertainment,Vlad and Niki,6.354370040797351,United States,Entertainment,5.0,20.17952782901376,14.648420115681892,13.304686600863562,88.2,19.609254155938732,14.7,0,0,5,6.661069194652179,18.7167790054408,17.081270006899263,0.8245899991756934,0.006048405535880656
Zee Music Company,18.387123970764783,24.781228003466612,Music,Zee Music Company,9.053569596026234,India,Music,3.0,20.504628369221173,14.978661680269907,13.910821646859095,28.1,21.035458374912988,5.36,0,0,9,6.395774030500164,15.727775534755667,17.404569704420307,0.34471999988372515,0.011311174581523009
WWE,18.379858759848776,25.072620426674966,Sports,WWE,11.158077422658591,United States,Sports,6.0,20.387253096140824,14.88022163978423,13.304686600863562,88.2,19.609254155938732,14.7,0,0,16,6.694000763209788,13.914558169444641,17.287477041570536,0.8245899991756934,0.006230549750636074
Gaming,18.354540952131583,0.0,Entertainment,Gaming,0.0,Unknown,Games,-1.0,17.975720900750336,0.0,12.206077645517674,68.0,19.609254155938732,9.02,1,1,10,0.0,0.0,0.0,0.8245899991756934,0.0021344725286326274
BLACKPINK,18.313095544408284,24.193510235158538,People & Blogs,BLACKPINK,6.298949246855942,South Korea,Music,1.0,20.02797636531872,14.508658238524095,13.45883704259595,94.3,17.761144320124682,4.15,0,0,7,5.8832044334454245,17.89640093208591,16.924571561468124,0.8143000096424038,0.007764875397726519
Goldmines,18.2802686017431,23.90623384711781,Film & Animation,goldmines,0.6931471805599453,Unknown,Music,-1.0,2.9444389791664403,0.06765864847381481,12.206077645517674,68.0,19.609254155938732,9.02,1,1,17,5.629561864841047,23.90623384711781,0.5933268452777344,0.8245899991756934,0.0022988515871107573
Sony SAB,18.234351177809064,25.33838635379757,Shows,Sony SAB,11.174244791546633,India,Entertainment,5.0,21.228274575994337,15.702580358511794,13.910821646859095,28.1,21.035458374912988,5.36,0,0,16,7.104856632726919,14.164156298935069,18.127651078578815,0.34471999988372515,0.013165959182304447
5-Minute Crafts,18.198786424522982,23.990428469226046,Howto & Style,5-Minute Crafts 2.0,0.6931471805599453,United Kingdom,Entertainment,4797.0,0.6931471805599453,0.0,12.206077645517674,60.0,18.0177285657893,3.85,1,0,3,5.794690371230811,23.990428469226046,0.04879016416943201,0.8365199929587164,0.002493766878402452
BANGTANTV,18.140966854377275,23.759515768699057,Music,BANGTANTV,7.732807530422021,South Korea,Music,2.0,18.94119924563138,13.419799226740347,12.899222326086994,94.3,17.761144320124682,4.15,0,0,11,5.622172259841181,16.027146655887975,15.843013992146105,0.8143000096424038,0.005277057100843765
Sports,18.132998684833918,0.0,Entertainment,sports,1.3862943611198906,United States,Entertainment,6266.0,2.833213344056216,0.058268908123975775,12.206077645517674,88.2,19.609254155938732,14.7,1,0,17,0.0,0.0,0.5423242908253616,0.8245899991756934,0.0026631174194837
Justin Bieber,18.086605645897354,24.14453116119573,Music,Justin Bieber,5.521460917862246,Canada,Music,1.0,18.987845118059276,13.466379941031647,11.51293546492023,68.9,17.42621174442237,5.56,0,0,16,6.060262046010021,18.627078272833444,15.891320638864826,0.827976257881404,0.0013956736389747434
HYBE LABELS,18.08240689940977,24.077880459192624,Music,HYBE LABELS,7.198931240688173,South Korea,Music,3.0,20.209390569407027,14.690979711984754,13.710151153416941,94.3,17.761144320124682,4.15,0,0,15,5.997960476362772,16.879696928747578,17.10763688174679,0.8143000096424038,0.012543718478530292
Zee TV,18.071123281966894,25.01562832188378,Entertainment,Zee TV,11.769155569272227,India,Entertainment,6.0,21.25800328134454,15.732433317205148,13.710151153416941,28.1,21.035458374912988,5.36,0,0,18,6.945468507118932,13.246482258817611,18.156715211138735,0.34471999988372515,0.012685159527315732
Pinkfong Baby Shark - Kids' Songs & Stories,18.037955137476448,24.382799637673973,Education,Pinkfong Baby Shark - Kids' Songs & Stories,7.960672608388117,United States,Education,8.0,19.97542379585854,14.45736497045232,13.304686600863562,88.2,19.609254155938732,14.7,0,0,12,6.346598750980755,16.42247608225741,16.87421767762801,0.8245899991756934,0.008759180089881562
Canal KondZilla,18.012712520663676,24.328100036033025,Music,Canal KondZilla,7.8528278122817445,Brazil,Music,1.0,19.918567911845663,0.0,12.206077645517674,51.3,19.17473212136165,12.08,1,0,11,6.317194162304298,16.475661020586024,0.0,0.8620725611041735,0.0030030052597695782
ChuChu TV Nursery Rhymes & Kids Songs,18.00364901464724,24.546629203674883,Education,ChuChu TV Nursery Rhymes & Kids Songs,6.452048954437226,India,Education,7.0,19.856460268150176,14.346139397261565,13.122365377402328,28.1,21.035458374912988,5.36,0,0,10,6.544419358137958,18.096158795342546,16.75467253293992,0.34471999988372515,0.007558614973926633
Shemaroo Filmi Gaane,17.99908626915822,24.078350322755835,Music,Shemaroo Filmi Gaane,9.048174321385792,India,Music,8.0,19.356621154171705,13.815511557963774,12.899222326086994,28.1,21.035458374912988,5.36,0,0,13,6.0815513122831115,15.030293910576539,16.252198217931713,0.34471999988372515,0.006079046076382187
Colors TV,17.983724984232705,24.842480336816354,Shows,Colors TV,11.634399458431469,India,Entertainment,9.0,20.895537058728614,15.38412668421143,13.910821646859095,28.1,21.035458374912988,5.36,0,0,15,6.859805037208988,13.208091570237725,17.793321322657015,0.34471999988372515,0.016884514702008663
T-Series Bhakti Sagar,17.926384438531027,24.108781918151877,Music,T- SERIES BHAKTI SAGAR,2.639057329615259,India,Music,5803.0,2.3978952727983707,0.039220713153281295,12.206077645517674,28.1,21.035458374912988,5.36,1,0,5,6.184460835787854,21.543832561096664,0.371563556432483,0.34471999988372515,0.0032733253449691493
Dude Perfect,17.90148688732258,23.510838558694495,Sports,Dude Perfect,5.966146739123692,United States,Sports,9.0,18.765687890105568,13.244228735697845,11.51293546492023,88.2,19.609254155938732,14.7,0,0,14,5.61300843769337,17.547259238965395,15.66811438956992,0.8245899991756934,0.00167926151972
Movieclips,17.90148688732258,24.80615289113672,Film & Animation,Movieclips,10.574235738152595,United States,Film,9.0,18.557551563229765,13.03615386065701,11.51293546492023,88.2,19.609254155938732,14.7,0,0,17,6.9056686118764175,14.231943378982514,15.455671836989994,0.8245899991756934,0.00167926151972
Tips Official,17.89811988083136,24.232773460513233,Music,Tips Official,8.464214266625351,India,Music,11.0,19.862017116606403,14.346139397261565,13.304686600863562,28.1,21.035458374912988,5.36,0,0,16,6.336425785429437,15.768770239392271,16.759949589762293,0.34471999988372515,0.010067199117723896
El Reino Infantil,17.88282646492174,24.771071239409103,Music,El Reino Infantil,7.32052696227274,Argentina,Music,1.0,20.231961756858652,14.690979711984754,13.304686600863562,90.0,17.62081018612713,9.79,0,0,12,6.889263974111012,17.451206335948253,17.133326366919263,0.9199100098819032,0.010221554071538077
Wave Music,17.87595358575207,24.427083662020557,Music,Wave Music,9.877554170509624,India,Music,12.0,19.262355686755612,13.740895842053003,13.122365377402328,28.1,21.035458374912988,5.36,0,0,9,6.552557574496099,14.549581286383168,16.15769138993447,0.34471999988372515,0.008583743691391473
Aaj Tak,17.86903314302723,23.95437664956343,News & Politics,Aaj Tak,12.555940473535928,India,News,13.0,19.94922959282147,14.403297778421795,13.122365377402328,28.1,21.035458374912988,5.36,0,0,14,6.087616920068953,11.398450912804304,16.845644306544774,0.34471999988372515,0.00864309615601999
Sony Music India,17.862064473832543,24.084930133261505,Music,Sony Music India,8.264363329731667,India,Music,14.0,19.373534818989956,13.815511557963774,12.611541086966115,28.1,21.035458374912988,5.36,0,0,14,6.2248472650768045,15.820824504115906,16.26841910199416,0.34471999988372515,0.005231049417552541
EminemMusic,17.856805916671252,24.02183499856985,Music,EminemMusic,5.056245805348308,United States,Music,10.0,19.376934225141323,13.815511557963774,12.611541086966115,88.2,19.609254155938732,14.7,0,0,16,6.167128551250953,18.97197899704539,16.276756231592003,0.8245899991756934,0.005258557253466978
Marshmello,17.847979734198784,23.41084140464691,Entertainment,Marshmello,6.07993319509559,United States,Music,11.0,18.534901896962996,13.013443200329306,11.51293546492023,88.2,19.609254155938732,14.7,0,0,8,5.566692120771836,17.33319919089776,15.437608196829162,0.8245899991756934,0.001771479648382046
YRF,17.81554445903015,24.287212359545656,Film & Animation,YRF,8.218247926685745,India,Music,15.0,20.054016809086892,14.508658238524095,13.122365377402328,28.1,21.035458374912988,5.36,0,0,17,6.4732133678842665,16.06923426137408,16.955343218782065,0.34471999988372515,0.009115833408009446
LooLoo Kids - Nursery Rhymes and Children's Songs,17.804494623047066,24.198717861243743,Music,LooLoo Kids - Nursery Rhymes and Children's ï¿½,2.4849066497880004,Unknown,Entertainment,-1.0,5.075173815233827,0.49469624183610705,12.206077645517674,68.0,19.609254155938732,9.02,1,1,7,6.395893045251269,21.80082258875485,2.1424163408412245,0.8245899991756934,0.003696861881326142
Ed Sheeran,17.795192230557824,24.136644614460845,Music,Ed Sheeran,5.950642552587727,United Kingdom,Music,1.0,19.127336279470015,13.60590125412957,11.51293546492023,60.0,18.0177285657893,3.85,0,0,17,6.343212594134886,18.18860963785936,16.022883576341524,0.8365199929587164,0.00186741417479544
Infobells - Hindi,17.7914469078978,24.141522633795415,Education,Infobells - Hindi,6.359573868672378,India,Education,16.0,20.51986241220074,15.009433329466965,14.285514812209815,28.1,21.035458374912988,5.36,0,0,9,6.351820835903233,17.783680386162555,17.421008430313073,0.34471999988372515,0.02957701734368609
Taylor Swift,17.783913915732118,24.12061105143059,Music,Taylor Swift,5.37989735354046,United States,Music,13.0,20.085348992344947,14.557448378884015,13.592368256649284,88.2,19.609254155938732,14.7,0,0,17,6.338465728807019,18.745332650940753,16.98519618065851,0.8245899991756934,0.015009662650565306
Ariana Grande,17.780126032486923,23.901521422315444,Music,Ariana Grande,4.997212273764115,United States,Music,14.0,18.89203346900897,13.370630277796922,11.51293546492023,88.2,19.609254155938732,14.7,0,0,16,6.123588392771768,18.911088841618813,15.792282543438388,0.8245899991756934,0.001895735164899147
BillionSurpriseToys  - Nursery Rhymes & Cartoons,17.770593072009955,23.013511640571885,Education,BillionSurpriseToys  - Nursery Rhymes & Cartï¿½,6.742880635791903,United States,Education,15.0,19.40181120534629,13.910821646859095,13.304686600863562,88.2,19.609254155938732,14.7,0,0,10,5.248189482138921,16.2718110315702,16.300400624281437,0.8245899991756934,0.011428695823622754
JuegaGerman,17.68879275586601,23.406456948084994,Gaming,JuegaGerman,7.627057417018934,Chile,Games,1.0,18.01102689028571,12.48975046163757,12.206077645517674,88.5,16.75742208264895,7.09,0,0,10,5.720946201880644,15.779886881969325,14.914389810994226,0.876430017711024,0.004149383546811507
Billie Eilish,17.68462608325797,23.335269865347957,Music,Billie Eilish,4.189654742026425,United States,Music,16.0,18.805003935116215,13.28346300016264,12.206077645517674,88.2,19.609254155938732,14.7,0,0,10,5.654152891749411,19.16088260014911,15.69640984577556,0.8245899991756934,0.004166672694845945
Get Movies,17.6762402900575,24.150412911863803,Entertainment,Get Movies,8.108623268354595,Russia,Film,1.0,19.540858813797254,13.997832948091215,13.45883704259595,81.9,18.78791449892918,4.59,0,0,17,6.475714228807248,16.042090729554875,16.438757923271524,0.7458700031137978,0.014629310015959095
Shemaroo,17.67413280776235,23.837656548835582,Entertainment,Shemaroo,9.345919666218006,India,Entertainment,17.0,19.265449699353194,13.744015630372484,13.122365377402328,28.1,21.035458374912988,5.36,0,0,16,6.165626373380831,14.491824715865716,16.16705732422875,0.34471999988372515,0.01049327571583874
Badabun,17.661393782255395,23.688438160982624,Entertainment,badabun,0.6931471805599453,Unknown,Music,-1.0,6.089044875446846,1.0986122886681096,4.330733340286331,68.0,19.609254155938732,9.02,0,1,16,6.0294541085357665,23.688438160982624,3.044522437723423,0.8245899991756934,1.6025628184596229e-06
SonyMusicIndiaVEVO,17.6571111205551,24.02964174232922,Music,SonyMusicIndiaVEVO,8.144679183447758,United States,Music,17.0,19.566510535409186,14.077875591662238,12.899222326086994,88.2,19.609254155938732,14.7,0,0,14,6.374237018349496,15.885253002963243,16.46568451117472,0.8245899991756934,0.008547060578458396
A4,17.650652540654736,23.856001068375644,Gaming,aefour,0.6931471805599453,Cuba,People,99.0,4.553876891600541,0.32208349916911333,2.3978952727983707,41.4,16.243272087941605,1.64,0,0,17,6.207365119732731,23.856001068375644,1.7439688053917064,0.7710899641354736,2.1598269805802483e-07
Bad Bunny,17.64632352965885,24.147083516983034,Music,badbunny,0.6931471805599453,Unknown,Sports,-1.0,0.6931471805599453,0.0,12.206077645517674,68.0,19.609254155938732,9.02,1,1,18,6.5022611786641145,24.147083516983034,0.04879016416943201,0.8245899991756934,0.004329011089585556
Fernanfloo,17.64632352965885,23.05767818583806,Gaming,Fernanfloo,6.298949246855942,El Salvador,Games,1.0,17.33721322215979,11.81599602495741,12.206077645517674,29.4,15.680141544774862,4.11,0,0,12,5.415810323307453,16.76056891840625,14.219975833072633,0.7274600518505078,0.004329011089585556
Voot Kids,17.6332229058992,23.786129761724343,Entertainment,Voot Kids,8.446985296372741,India,Entertainment,18.0,19.270780394229448,13.749371823835228,12.899222326086994,28.1,21.035458374912988,5.36,0,0,7,6.155031907285462,15.33935925242967,16.166695416050615,0.34471999988372515,0.008752791109594739
Felipe Neto,17.626607666926354,23.532800949685917,Entertainment,Felipe Neto,8.37378460812088,Brazil,Entertainment,2.0,18.685802748510593,13.16427469839301,12.206077645517674,51.3,19.17473212136165,12.08,0,0,17,5.908912136480677,15.159247469280094,15.591970416083551,0.8620725611041735,0.004415018209116797
Vocï¿½ï¿½ï¿½,17.615484081955163,22.781050914733864,Entertainment,Vocï¿½ï¿½ï¿½,7.351799869057777,Brazil,Entertainment,3.0,17.68737803423478,12.16577655436517,11.51293546492023,51.3,19.17473212136165,12.08,0,0,10,5.171260441034572,15.429892887189009,14.583719291589397,0.8620725611041735,0.0022346378014163294
HAR PAL GEO,17.613244439411815,24.440223638065724,Entertainment,HAR PAL GEO,11.520457031385575,Pakistan,Entertainment,1.0,21.01369413581416,15.483217567201578,14.077875591662238,9.0,19.193402764291193,4.45,0,0,15,6.828062761896153,12.9197789808022,17.913182926890347,0.36907000039590826,0.028731258040481086
BRIGHT SIDE,17.61099976960838,23.09430662685498,Howto & Style,brightside,0.0,Unknown,Entertainment,-1.0,17.975720900750336,0.0,0.6931471805599453,68.0,19.609254155938732,9.02,0,1,18,5.4874538341091466,0.0,0.0,0.8245899991756934,2.2471909859866183e-08
Katy Perry,17.60423536967236,23.960333267523872,Music,Katy Perry,4.859812404361672,United States,Music,19.0,18.715154706710333,13.19375523568666,11.51293546492023,88.2,19.609254155938732,14.7,0,0,15,6.35783254312982,19.108303008592674,15.60682009265363,0.8245899991756934,0.0022598879674375124
whinderssonnunes,17.60423536967236,22.1759819162029,Comedy,whinderssonnunes,6.326149473155099,Brazil,Comedy,4.0,17.099537253945524,11.577785809317154,12.206077645517674,51.3,19.17473212136165,12.08,1,0,10,4.582033362586411,15.851623084122842,14.014280265875815,0.8620725611041735,0.0045146803545266295
ABS-CBN Entertainment,17.60423536967236,24.641122600728185,People & Blogs,ABS-CBN Entertainment,12.175051424475317,Philippines,Entertainment,1.0,18.989562051224787,13.468079896533885,12.611541086966115,35.5,18.49872098032555,2.15,0,0,15,7.037765725661726,12.466080189019527,15.89120772320806,0.47149000179112155,0.006764400088542087
Alan Walker,17.592858682949114,23.279272619197673,Music,alanwalker,2.1972245773362196,Thailand,Film,4026.0,3.1354942159291497,0.08617769624105233,12.206077645517674,49.3,18.05864262960575,0.75,1,0,17,5.689799954181611,21.199831078061138,0.6575200029167941,0.506919999605892,0.004566217979581199
HolaSoyGerman.,17.590567731255042,22.298383747270105,Entertainment,holasoygerman. 2,1.9459101490553132,Unknown,People,-1.0,1.6094379124341003,0.019802627296179712,12.206077645517674,68.0,19.609254155938732,9.02,1,1,7,4.716800026757379,20.506624279076966,0.16551443847757338,0.8245899991756934,0.004576667027411811
Shakira,17.588271519047417,24.03994898646496,People & Blogs,Shakira,5.7899601708972535,Colombia,Howto,1.0,19.683145075960326,14.151983508870947,13.122365377402328,55.3,17.734299502715732,9.71,0,0,18,6.453254119916517,18.25305161688696,16.58182973008354,0.8110400029654679,0.011428695823622754
ýýýýýýýý ýý ýýýýýýýýýýýýýý,17.581351076362488,24.31944668998122,Film & Animation,ýýýýýýýý ýý ýýýýýýýýýýýýýý,7.2991214627108,Russia,Education,2.0,19.531814316466004,13.997832948091215,12.611541086966115,81.9,18.78791449892918,4.59,0,0,12,6.739279836789985,17.021001628984635,16.432081305983925,0.7458700031137978,0.006920442844573781
ARY Digital HD,17.581351076362488,24.359266020888338,Entertainment,ARY Digital HD,11.607071330860457,Pakistan,Entertainment,2.0,20.86215783668335,15.341567078850604,13.710151153416941,9.0,19.193402764291193,4.45,0,0,7,6.779052966421201,12.752206687470018,17.76290072653473,0.36907000039590826,0.02061928720273568
Speed Records,17.565014657424058,24.01244736908076,Music,Speed Records,9.30008966411979,India,Music,19.0,18.889164474987776,13.367661298303675,11.51293546492023,28.1,21.035458374912988,5.36,0,0,11,6.449016066019393,14.712449532952927,15.792462597568685,0.34471999988372515,0.0023501773449535923
Masha and The Bear,17.562658943787092,23.922715101747485,Shows,Masha and The Bear,7.105786129481271,United States,Film,20.0,20.323473111911163,14.80876270134486,13.815511557963774,88.2,19.609254155938732,14.7,0,0,9,6.361783957595567,16.817749703112572,17.22335251545768,0.8245899991756934,0.0233110788684471
Like Nastya Show,17.562658943787092,23.6961232745413,Entertainment,Like Nastya Show,6.428105272684596,United States,Entertainment,21.0,17.789606566386485,12.268112735686705,12.206077645517674,88.2,19.609254155938732,14.7,1,0,6,6.135631058846863,17.26963484864743,14.707672928028641,0.8245899991756934,0.004705891037412659
Rihanna,17.550796408758714,23.835791582744818,Entertainment,Rihanna,4.442651256490317,Barbados,Music,1.0,19.02459226290745,13.503127239551521,11.51293546492023,65.4,12.567328082973015,10.33,0,0,18,6.28685752851448,19.404974787594046,15.925869323473318,0.31157913073774063,0.002383791355276259
Ishtar Music,17.538791462950133,23.59167206266646,Trailers,Ishtar Music,8.414274137408396,India,Music,20.0,19.01368710141528,13.492271771707951,12.899222326086994,28.1,21.035458374912988,5.36,0,0,18,6.055228944017047,15.177619886232945,15.914411653391406,0.34471999988372515,0.00961545869944193
Kimberly Loaiza,17.536373082144337,22.44658798551914,People & Blogs,Kimberly Loaiza,5.676753802268282,Mexico,People,2.0,18.733628442839503,13.212205909556012,12.899222326086994,40.2,18.651903768245116,3.42,0,0,7,4.917558799002699,16.7732647701046,15.638413495517183,0.814408236023,0.009638628837768693
Little Baby Bum - Nursery Rhymes & Kids Songs,17.52664064546291,24.39832079235939,Education,Little Baby Bum - Nursery Rhymes & Kids Songs,7.793174347189205,United States,Education,22.0,18.40835510438575,12.886896707401087,11.51293546492023,88.2,19.609254155938732,14.7,0,0,12,6.872716367993973,16.605559132935745,15.29795588169518,0.8245899991756934,0.002442003655551742
Luisito Comunica,17.5192786492025,22.883189256004496,Comedy,Luis Arturo Villar Sudek,0.0,Mexico,Comedy,3021.0,17.975720900750336,0.0,12.206077645517674,40.2,18.651903768245116,3.42,1,0,13,5.368582260739933,0.0,0.0,0.814408236023,0.0049140148024290585
elrubiusOMG,17.514340367683854,22.72616869859811,Gaming,elrubiusOMG,6.556778356158042,Unknown,Entertainment,-1.0,15.56870260726322,10.047631185616188,12.206077645517674,68.0,19.609254155938732,9.02,1,1,12,5.217265245751815,16.170811901517418,12.467671232325932,0.8245899991756934,0.004938281640582572
Toys and Colors,17.511862051730805,24.57352094685598,Entertainment,Toys and colors,1.6094379124341003,Unknown,People,-1.0,1.791759469228055,0.019802627296179712,12.206077645517674,68.0,19.609254155938732,9.02,1,1,5,7.062515907230167,23.187226585799912,0.1988508587451652,0.8245899991756934,0.004950505159856158
shfa2 - ï¿½ï¿½,17.496861770846337,23.89650912186046,People & Blogs,shfa2 - ï¿½ï¿½,7.3758821482150125,United Arab Emirates,People,1.0,19.327854042058256,13.806369909230051,12.611541086966115,36.8,16.094881270244645,2.35,0,0,6,6.4013081396109985,16.521253410629512,16.227559825080316,0.8678899576471243,0.007528266420791574
LUCCAS NETO - LUCCAS TOON,17.489276399648872,23.827966727858605,People & Blogs,LUCCAS NETO- LUCCAS TOON,0.6931471805599453,Unknown,Games,-1.0,1.0986122886681096,0.009950330853168083,12.206077645517674,68.0,19.609254155938732,9.02,1,1,2,6.34045540928055,23.827966727858605,0.08617769624105234,0.8245899991756934,0.005063301956546729
CarryMinati,17.484187330270895,21.915372458372104,Comedy,CarryMinati,5.231108616854587,India,Comedy,21.0,18.181001236706475,12.659695972140415,13.45883704259595,28.1,21.035458374912988,5.36,0,0,9,4.443015278161561,16.689625840821396,15.08636628940925,0.34471999988372515,0.017699577099400916
XXXTENTACION,17.484187330270895,23.075352680586455,Music,XXXTENTACION,4.897839799950911,United States,Music,24.0,17.88217556821407,12.36051328331556,11.51293546492023,88.2,19.609254155938732,14.7,0,0,8,5.594889111701251,18.185003564927186,14.780553739010946,0.8245899991756934,0.002547772078798697
Super Simple Songs - Kids Songs,17.484187330270895,24.5277236305815,Education,Super Simple Songs - Kids Songs,6.61338421837956,Canada,Education,2.0,20.14479643304607,14.603968372873895,12.899222326086994,68.9,17.42621174442237,5.56,0,0,17,7.0444089786913064,17.91568261229596,17.04235459216419,0.827976257881404,0.010152371464018007
Mikecrack,17.48163305053104,23.50321376828291,Gaming,Mikecrack,7.537430036586509,Spain,Games,1.0,19.39186867215114,13.910821646859095,13.592368256649284,88.9,17.667290486278546,13.96,0,0,8,6.024003637629866,15.966316755044994,16.292695891632256,0.8056500082280477,0.020253856904497686
WorkpointOfficial,17.479072229734946,24.310423386066983,Entertainment,WorkpointOfficial,11.192458458572395,Thailand,Entertainment,1.0,18.686584897152702,13.16504156812601,12.206077645517674,49.3,18.05864262960575,0.75,0,0,11,6.8324299984813495,13.117980714058826,15.5919196439322,0.506919999605892,0.005115100666770427
GR6 EXPLODE,17.476504834295614,23.948292001918727,Music,GR6 EXPLODE,8.020927718981577,Brazil,Music,6.0,21.21490864190725,15.687312888712007,11.51293546492023,51.3,19.17473212136165,12.08,0,0,9,6.473332458193053,15.927692972955672,18.11415559728606,0.8620725611041735,0.0025673955052458184
TEDx Talks,17.468762860341794,22.716513819995637,Nonprofits & Activism,TEDx Talks,12.210731774910897,United States,Nonprofit,25.0,17.636251282700073,12.115058723579269,11.51293546492023,88.2,19.609254155938732,14.7,0,0,14,5.252996536857545,10.505814398900176,14.539720748683399,0.8245899991756934,0.0025873235649509453
shfa,17.463568043599622,23.792625680958277,People & Blogs,ýýýýýýýýýý ýýýýýý,6.890609120147166,Saudi Arabia,Games,774.0,14.278616074845276,8.764209507142004,7.601402334583733,68.0,17.349737969089443,5.93,0,0,5,6.330839788261825,16.903034418172123,11.177466714598282,0.8406499981557422,5.208197704362097e-05
Goldmines Gaane Sune Ansune,17.460960480260535,23.539763327933212,Music,Goldmines Gaane Sune Ansune,8.169902647359145,India,Music,22.0,20.518399241104344,15.009433329466965,12.899222326086994,28.1,21.035458374912988,5.36,0,0,8,6.081091171101476,15.370143977416383,17.418287340272755,0.34471999988372515,0.010389703849135816
One Direction,17.458346099754813,23.33325502504289,Music,21 Savage,2.4849066497880004,United States,Music,2904.0,8.75605259917045,3.258096538021482,4.61512051684126,88.2,19.609254155938732,14.7,0,0,7,5.877714063327713,20.935359752979874,5.659482215759621,0.8245899991756934,2.6177976206852374e-06
TheEllenShow,17.458346099754813,23.84812024823822,Entertainment,TheEllenShow,9.659694765654068,United States,Entertainment,26.0,16.897604043029453,11.375971077721223,12.206077645517674,88.2,19.609254155938732,14.7,1,0,17,6.391451402521092,14.188489977249544,13.74787497922435,0.8245899991756934,0.005221943981151675
Sony PAL,17.458346099754813,24.073848272687155,Shows,Sony PAL,10.089552095608918,India,Entertainment,23.0,19.845989068488898,14.346139397261565,13.122365377402328,28.1,21.035458374912988,5.36,0,0,9,6.616840744783726,13.984338533559741,16.749367480991666,0.34471999988372515,0.013004084423206623
Daddy Yankee,17.453096744006448,23.84701375219407,Music,Daddy Yankee,6.226536669287466,United States,Music,27.0,19.141413913104035,13.619983389635605,11.51293546492023,88.2,19.609254155938732,14.7,0,0,12,6.395587334004244,17.622455345090668,16.04371698063069,0.8245899991756934,0.0026281224062695108
Vlad vï¿½ï¿½ï,17.450461696437877,23.88069817982618,Entertainment,Vlad vï¿½ï¿½ï,6.246106765481563,United States,Entertainment,28.0,19.313059862276987,13.79162864167084,12.206077645517674,88.2,19.609254155938732,14.7,0,0,5,6.4318472812609695,17.63653130102534,16.21046523872943,0.8245899991756934,0.005263170044274616
Like Nastya ESP,17.442514634955867,23.625137706453152,Entertainment,Like Nastya ESP,6.612041034833092,United States,Entertainment,29.0,19.587032677813966,14.077875591662238,13.45883704259595,88.2,19.609254155938732,14.7,0,0,6,6.184685972884071,17.01444170248627,16.485298056208098,0.8245899991756934,0.018445845790751474
